#ID x   y   F555    E_555   F555-F814   e_ff-14 F814    E_814
2744    312.16  865.57  20.736  0.01    0.322   0.02    20.414  0.01
17651   312.78  2802.78 20.481  0.015   0.328   0.046   20.153  0.031
11467   313.54  2260.39 19.44   0.009   0.962   0.017   18.478  0.008
24224   313.7   3745.85 22.204  0.01    0.537   0.02    21.667  0.01
10390   313.82  2160.54 22.597  0.012   0.572   0.023   22.025  0.011
3036    315.01  951.11  21.097  0.013   0.327   0.03    20.77   0.017
1055    315.09  312.87  22.275  0.01    0.631   0.021   21.644  0.011
16435   315.1   2694.57 22.285  0.01    0.392   0.021   21.893  0.011
25405   315.76  4061.78 22.529  0.011   0.53    0.024   21.999  0.013
25375   316.33  4047.59 22.929  0.017   0.643   0.03    22.286  0.013
19674   316.53  3010.38 19.504  0.009   0.931   0.018   18.573  0.009
17865   316.78  2824.18 22.059  0.013   0.39    0.026   21.669  0.013
14141   316.8   2495.65 20.652  0.01    0.229   0.02    20.423  0.01
22470   316.91  3393.68 20.854  0.01    0.238   0.021   20.616  0.011
25274   319.32  4017.5  22.996  0.014   0.625   0.029   22.371  0.015
20157   319.53  3062.66 21.849  0.01    0.355   0.02    21.494  0.01
16698   319.76  2717.42 22.198  0.01    0.435   0.02    21.763  0.01
12775   320 2378.02 19.437  0.009   0.959   0.018   18.478  0.009
14885   320.07  2559.95 21.492  0.01    0.223   0.02    21.269  0.01
8229    320.1   1930.45 21.752  0.01    0.369   0.021   21.383  0.011
5023    320.36  1437.36 22.232  0.011   0.412   0.024   21.82   0.013
5399    320.7   1510.64 21.712  0.034   0.384   0.084   21.328  0.05
15738   321.25  2632.52 22.507  0.01    0.455   0.023   22.052  0.013
1222    321.95  371.95  21.781  0.01    0.222   0.02    21.559  0.01
13287   322.79  2422.67 22.068  0.013   0.55    0.027   21.518  0.014
24747   322.81  3878.5  22.028  0.01    0.543   0.023   21.485  0.013
17618   323.22  2800.38 22.964  0.016   0.613   0.052   22.351  0.036
21149   324.6   3188.12 22.414  0.01    0.478   0.023   21.936  0.013
42179   325.18  4170.87 20.666  0.01    0.814   0.02    19.852  0.01
13222   325.33  2416.33 21.037  0.01    0.282   0.02    20.755  0.01
11648   325.34  2276.08 21.487  0.01    0.235   0.02    21.252  0.01
1400    325.36  429.43  22.703  0.019   0.526   0.051   22.177  0.032
18298   325.45  2866.82 20.818  0.019   0.424   0.041   20.394  0.022
4910    327.58  1409.5  21.247  0.01    0.24    0.02    21.007  0.01
1380    328.22  423.23  22.447  0.012   0.61    0.022   21.837  0.01
18923   328.45  2927.28 18.963  0.008   1.13    0.016   17.833  0.008
39991   329.81  3548.69 19.248  0.008   -0.012  0.017   19.26   0.009
16148   329.83  2668.66 20.782  0.01    0.363   0.02    20.419  0.01
16492   330.72  2699.25 21.059  0.01    0.216   0.02    20.843  0.01
3697    330.78  1125.72 21.933  0.01    0.333   0.02    21.6    0.01
11599   330.88  2271.58 21.976  0.01    0.347   0.021   21.629  0.011
22321   331 3365.18 21.4    0.01    0.244   0.02    21.156  0.01
20498   331.04  3104.37 22.466  0.011   0.429   0.024   22.037  0.013
2857    332.22  898.18  21.966  0.011   0.329   0.025   21.637  0.014
2715    332.3   859.14  22.575  0.012   0.541   0.023   22.034  0.011
20196   332.73  3066.22 21.515  0.011   0.921   0.021   20.594  0.01
23042   333.05  3501.54 21.388  0.01    0.399   0.02    20.989  0.01
6071    333.15  1621.69 22.051  0.012   0.359   0.022   21.692  0.01
6624    333.9   1715.92 18.839  0.01    1.162   0.018   17.677  0.008
37220   334.83  2814.82 21.542  0.05    0.315   0.092   21.227  0.042
19730   336.28  3015.08 22.717  0.014   0.67    0.028   22.047  0.014
3506    336.36  1075.79 22.916  0.015   0.551   0.028   22.365  0.013
1496    336.67  462.39  21.758  0.013   0.34    0.023   21.418  0.01
14546   337.57  2531.14 21.405  0.011   0.092   0.023   21.313  0.012
6383    338.28  1675.12 21.149  0.01    0.265   0.021   20.884  0.011
16334   338.79  2686.31 22.333  0.01    0.452   0.02    21.881  0.01
13719   339.22  2459.62 20.738  0.012   0.267   0.03    20.471  0.018
1663    339.45  517.53  22.291  0.011   0.579   0.022   21.712  0.011
22433   339.58  3386.66 20.968  0.01    0.207   0.02    20.761  0.01
5661    340.32  1557.87 22.372  0.024   0.485   0.057   21.887  0.033
2306    341.13  726.16  20.808  0.01    0.273   0.02    20.535  0.01
4765    343.68  1374.42 22.904  0.013   0.645   0.027   22.259  0.014
12144   343.83  2320.62 19.418  0.008   0.982   0.017   18.436  0.009
22656   344.09  3426.03 22.682  0.011   0.532   0.024   22.15   0.013
1851    345.41  583.37  22.559  0.012   0.539   0.023   22.02   0.011
21242   345.47  3200.97 21.892  0.011   0.304   0.021   21.588  0.01
25292   346.32  4021.48 22.474  0.01    0.456   0.027   22.018  0.017
22437   346.62  3387.3  22.826  0.022   0.488   0.041   22.338  0.019
18285   346.79  2865.41 19.811  0.009   1.012   0.018   18.799  0.009
23244   347.73  3539.67 22.135  0.01    0.408   0.021   21.727  0.011
3951    347.94  1189.73 22.413  0.011   0.368   0.024   22.045  0.013
3823    348.07  1159.62 21.398  0.01    0.229   0.02    21.169  0.01
23987   348.4   3695.81 22.945  0.015   0.54    0.028   22.405  0.013
6919    348.43  1757.4  22.866  0.013   0.514   0.026   22.352  0.013
2696    348.44  850.39  22.731  0.01    0.524   0.023   22.207  0.013
23477   348.5   3584.75 22.295  0.013   0.571   0.026   21.724  0.013
19708   350 3013.11 22.368  0.01    0.474   0.022   21.894  0.012
4665    350.02  1354.33 21.999  0.011   0.522   0.021   21.477  0.01
22762   350.67  3444.99 22.875  0.014   0.633   0.027   22.242  0.013
3138    351.93  976.96  22.312  0.012   0.445   0.025   21.867  0.013
13922   354.46  2477.97 22.061  0.01    0.397   0.023   21.664  0.013
1373    355.78  421.44  22.448  0.01    0.471   0.021   21.977  0.011
5366    355.8   1505.73 22.749  0.013   0.644   0.025   22.105  0.012
10025   356.13  2128.3  22.802  0.019   0.561   0.042   22.241  0.023
17639   356.33  2802.02 19.422  0.008   0.96    0.017   18.462  0.009
16210   356.81  2675.22 22.795  0.013   0.514   0.026   22.281  0.013
6957    358.75  1762.66 22.857  0.013   0.534   0.026   22.323  0.013
13038   358.92  2400.44 19.579  0.009   0.98    0.017   18.599  0.008
10337   359.15  2156.33 22.746  0.012   0.51    0.023   22.236  0.011
21637   359.99  3253.73 16.781  0.012   1.633   0.023   15.148  0.011
9255    360 2046.78 22.734  0.011   0.484   0.024   22.25   0.013
22406   360.19  3381.14 20.745  0.01    0.257   0.02    20.488  0.01
15115   361.82  2579.63 21.81   0.01    0.317   0.021   21.493  0.011
17380   362.99  2777.34 22.533  0.011   0.442   0.028   22.091  0.017
22885   363.77  3469.19 22.817  0.013   0.504   0.026   22.313  0.013
19568   364.02  2998.56 22.372  0.01    0.687   0.02    21.685  0.01
21943   364.68  3300.46 21.309  0.013   0.349   0.026   20.96   0.013
943 364.72  272.92  19.622  0.008   0.996   0.017   18.626  0.009
7949    366.17  1898.12 22.487  0.011   0.454   0.024   22.033  0.013
14048   366.41  2489.37 21.697  0.01    0.392   0.02    21.305  0.01
21857   366.55  3288.03 18.366  0.009   -0.088  0.017   18.454  0.008
8847    366.72  2001.4  22.648  0.01    0.476   0.023   22.172  0.013
13177   368.17  2411.98 22.833  0.019   0.559   0.034   22.274  0.015
1903    368.48  596.65  22.287  0.01    0.733   0.02    21.554  0.01
17244   369.41  2765.21 21.334  0.013   0.343   0.037   20.991  0.024
20012   369.42  3046.14 19.452  0.009   0.999   0.018   18.453  0.009
6820    369.64  1742.99 21.025  0.01    0.242   0.02    20.783  0.01
4825    369.95  1387.25 19.462  0.009   0.971   0.018   18.491  0.009
25060   369.95  3961.32 22.237  0.012   0.421   0.023   21.816  0.011
20732   370.44  3132.39 22.248  0.012   0.396   0.029   21.852  0.017
3187    370.5   991.46  21.27   0.01    0.265   0.022   21.005  0.012
20164   370.77  3063.33 17.058  0.012   1.474   0.024   15.584  0.012
2457    371 776.3   22.959  0.016   0.548   0.03    22.411  0.014
11504   371.18  2264.28 22.872  0.012   0.49    0.025   22.382  0.013
17636   371.44  2801.79 22.991  0.015   0.537   0.033   22.454  0.018
2402    373.05  756.69  21.025  0.01    0.201   0.02    20.824  0.01
2918    374.06  918.09  22.865  0.02    0.635   0.034   22.23   0.014
14071   374.27  2491.13 22.091  0.01    0.428   0.02    21.663  0.01
4709    374.37  1363.18 22.865  0.012   0.552   0.024   22.313  0.012
4488    375.04  1314.88 20.084  0.01    0.128   0.02    19.956  0.01
20065   375.34  3053.09 22.143  0.058   0.504   0.407   21.639  0.349
17272   376.05  2768.33 19.346  0.01    0.943   0.019   18.403  0.009
5818    376.09  1583.37 22.597  0.01    0.499   0.021   22.098  0.011
20735   376.21  3132.51 21.585  0.01    0.308   0.021   21.277  0.011
13826   376.81  2470.11 22.632  0.01    0.483   0.023   22.149  0.013
13174   377.29  2411.84 20.702  0.01    0.24    0.02    20.462  0.01
22730   377.81  3437.97 22.855  0.016   0.567   0.038   22.288  0.022
11195   379.12  2235.62 21.351  0.014   0.247   0.034   21.104  0.02
5632    379.8   1552.92 21.517  0.01    0.36    0.02    21.157  0.01
949 380.69  273.64  21.965  0.011   0.28    0.022   21.685  0.011
14934   381.02  2563.32 22.171  0.01    0.415   0.024   21.756  0.014
1184    381.42  357.68  22.325  0.011   0.469   0.022   21.856  0.011
18684   381.49  2903.6  22.543  0.013   0.475   0.024   22.068  0.011
4088    382.13  1225.51 22.046  0.01    0.269   0.021   21.777  0.011
211 382.23  7.45    22.162  0.011   0.508   0.022   21.654  0.011
15340   382.96  2598.33 17.284  0.01    1.587   0.022   15.697  0.012
524 383.25  115.88  20.556  0.01    1.035   0.02    19.521  0.01
8467    383.37  1957.26 21.299  0.01    0.381   0.02    20.918  0.01
1261    383.55  384.97  22.43   0.011   0.466   0.022   21.964  0.011
11112   384.27  2227.11 21.756  0.01    0.375   0.02    21.381  0.01
22220   384.42  3349.76 21.523  0.01    0.242   0.02    21.281  0.01
19969   385.81  3042.64 22.689  0.012   0.593   0.036   22.096  0.024
1525    386.99  474.02  22.034  0.01    0.966   0.022   21.068  0.012
24155   387.66  3731.18 22.561  0.013   0.487   0.024   22.074  0.011
584 388.1   137.69  22.102  0.011   0.398   0.022   21.704  0.011
22932   389.15  3478.5  21.295  0.01    0.347   0.02    20.948  0.01
832 389.27  226.88  22.343  0.01    0.611   0.02    21.732  0.01
14743   389.34  2546.53 22.594  0.011   0.487   0.024   22.107  0.013
13026   389.87  2399.03 22.818  0.045   0.536   0.08    22.282  0.035
24923   389.9   3921.7  22.838  0.014   0.59    0.027   22.248  0.013
21433   390.04  3226.3  22.906  0.013   0.558   0.027   22.348  0.014
22443   390.54  3387.97 22.161  0.01    0.539   0.023   21.622  0.013
22322   390.72  3365.97 20.681  0.01    0.433   0.02    20.248  0.01
22399   391.42  3379.8  22.581  0.012   0.654   0.027   21.927  0.015
1148    391.75  347.89  21.271  0.01    0.358   0.02    20.913  0.01
2364    392.06  747.8   22.532  0.013   0.561   0.028   21.971  0.015
1376    392.44  421.86  21.035  0.01    0.952   0.02    20.083  0.01
7950    393 1898.12 21.846  0.01    0.296   0.02    21.55   0.01
19071   393.21  2942.87 21.806  0.035   0.419   0.142   21.387  0.107
2500    393.26  789.23  22.846  0.014   0.534   0.029   22.312  0.015
12959   393.52  2393.69 21.236  0.01    0.238   0.02    20.998  0.01
767 393.67  198.05  20.818  0.01    0.397   0.021   20.421  0.011
7864    394.38  1887.97 22.005  0.011   0.541   0.022   21.464  0.011
13183   395.17  2412.27 22.473  0.011   0.451   0.023   22.022  0.012
9366    395.22  2058.79 22.039  0.01    0.357   0.02    21.682  0.01
16651   395.36  2712.82 22.922  0.013   0.575   0.026   22.347  0.013
37778   395.72  2956.06 21.789  0.029   0.397   0.079   21.392  0.05
4005    395.85  1204.52 22.388  0.01    0.427   0.02    21.961  0.01
18408   395.86  2876.36 21.567  0.01    0.366   0.02    21.201  0.01
23737   396.75  3639.33 21.819  0.01    0.209   0.02    21.61   0.01
12093   396.78  2317.12 19.627  0.009   0.091   0.019   19.536  0.01
24551   397.29  3829.94 22.809  0.011   0.519   0.031   22.29   0.02
22975   397.57  3486.27 21.381  0.01    0.374   0.02    21.007  0.01
19057   398.09  2940.75 20.496  0.009   0.257   0.019   20.239  0.01
15419   398.4   2605.24 19.096  0.008   1.112   0.016   17.984  0.008
22393   398.76  3379.16 22.811  0.028   0.549   0.048   22.262  0.02
13031   399.01  2399.31 22.582  0.014   0.46    0.028   22.122  0.014
7237    399.35  1802.6  22.751  0.012   0.574   0.025   22.177  0.013
22425   400.15  3385.66 21.031  0.01    0.215   0.02    20.816  0.01
2909    400.59  915.17  22.436  0.011   0.443   0.021   21.993  0.01
11778   400.82  2287.79 21.478  0.01    0.299   0.02    21.179  0.01
1188    402.98  359.26  20.953  0.01    0.281   0.02    20.672  0.01
22270   403.72  3357.53 21.159  0.013   0.425   0.023   20.734  0.01
4140    404.08  1237.54 22.687  0.011   0.495   0.024   22.192  0.013
22674   404.13  3428.65 21.696  0.011   0.257   0.021   21.439  0.01
21982   404.15  3306.01 21.356  0.01    0.268   0.02    21.088  0.01
2420    404.84  762.16  22.927  0.014   0.57    0.028   22.357  0.014
7600    405.55  1852.71 22.501  0.011   0.465   0.022   22.036  0.011
14625   405.58  2536.91 21.842  0.01    0.221   0.023   21.621  0.013
23958   405.64  3688.68 22.207  0.01    0.393   0.023   21.814  0.013
42212   405.74  4175.97 21.429  0.01    0.264   0.021   21.165  0.011
5229    405.85  1477.85 22.548  0.011   0.476   0.022   22.072  0.011
11068   406.68  2223.18 22.037  0.01    0.345   0.023   21.692  0.013
19843   407.08  3028.13 22.307  0.01    0.376   0.022   21.931  0.012
22936   407.67  3479.16 22.76   0.014   0.609   0.029   22.151  0.015
21016   407.69  3170.74 22.941  0.013   0.522   0.027   22.419  0.014
5978    407.89  1607.3  22.665  0.047   0.625   0.103   22.04   0.056
4284    408.14  1267.57 22.256  0.012   0.442   0.024   21.814  0.012
18981   408.22  2933.25 22.25   0.01    0.414   0.021   21.836  0.011
12429   408.3   2346.28 21.783  0.05    0.404   0.141   21.379  0.091
10433   408.91  2165.04 19.747  0.009   0.011   0.019   19.736  0.01
15355   409.57  2599.29 22.632  0.019   0.726   0.058   21.906  0.039
21358   409.75  3216.41 22.95   0.015   0.584   0.027   22.366  0.012
9512    409.77  2075.37 22.301  0.011   0.407   0.021   21.894  0.01
17670   409.91  2804.33 22.098  0.011   0.359   0.024   21.739  0.013
10691   411.01  2188.83 21.928  0.01    0.485   0.02    21.443  0.01
6816    411.33  1742.57 21.914  0.017   0.237   0.044   21.677  0.027
14656   411.52  2539.12 21.594  0.01    0.375   0.02    21.219  0.01
12911   411.88  2389.73 21.663  0.018   0.677   0.044   20.986  0.026
24725   412.27  3872.15 21.247  0.01    0.39    0.02    20.857  0.01
8214    412.38  1928.91 20.761  0.01    0.047   0.02    20.714  0.01
22647   412.78  3424.05 21.783  0.013   0.567   0.023   21.216  0.01
1436    413.61  443.85  21.878  0.01    0.478   0.02    21.4    0.01
15612   414.16  2621.48 19.219  0.009   1.067   0.017   18.152  0.008
12013   414.48  2309.93 20.644  0.01    0.247   0.02    20.397  0.01
11034   414.64  2218.6  22.503  0.011   0.468   0.025   22.035  0.014
16946   414.67  2740.57 21.672  0.01    0.255   0.02    21.417  0.01
24781   414.83  3887.56 19.83   0.009   1.012   0.018   18.818  0.009
5864    416.7   1591.23 22.038  0.014   0.359   0.028   21.679  0.014
6809    416.79  1741.32 21.247  0.011   0.283   0.022   20.964  0.011
7986    416.89  1903.77 22.225  0.015   0.415   0.039   21.81   0.024
19600   416.93  3001.98 22.219  0.01    0.404   0.023   21.815  0.013
10144   417.01  2139.61 19.579  0.008   0.996   0.017   18.583  0.009
12862   417.19  2384.89 19.853  0.009   0.925   0.018   18.928  0.009
19124   417.77  2947.65 22.945  0.013   0.553   0.028   22.392  0.015
5036    418.16  1440.68 22.365  0.011   0.449   0.022   21.916  0.011
42117   418.81  4162.26 22.243  0.01    0.403   0.021   21.84   0.011
18089   419.25  2845.99 21.464  0.024   0.239   0.051   21.225  0.027
6449    419.94  1685    22.283  0.016   0.297   0.027   21.986  0.011
15784   420.34  2636.43 22.431  0.01    0.451   0.021   21.98   0.011
2932    420.77  921.9   19.207  0.009   1.164   0.017   18.043  0.008
13574   422.22  2445.45 22.268  0.01    0.522   0.02    21.746  0.01
7790    422.8   1878.32 22.512  0.01    0.479   0.021   22.033  0.011
22467   424.55  3393.29 21.109  0.01    0.244   0.02    20.865  0.01
18423   424.76  2877.71 22.718  0.012   0.633   0.028   22.085  0.016
22653   424.78  3425.67 22.38   0.013   0.413   0.026   21.967  0.013
14255   425.35  2506.31 22.915  0.019   0.671   0.035   22.244  0.016
20235   425.65  3071.05 22.654  0.011   0.519   0.026   22.135  0.015
4954    425.81  1419.25 19.812  0.009   0.935   0.018   18.877  0.009
23787   426.08  3651.67 22.472  0.012   0.467   0.026   22.005  0.014
11646   426.2   2276    20.526  0.016   0.286   0.037   20.24   0.021
20370   426.85  3086    19.7    0.009   0.939   0.018   18.761  0.009
20585   427.3   3114.58 22.281  0.011   0.387   0.023   21.894  0.012
16140   427.55  2667.93 22.907  0.013   0.573   0.03    22.334  0.017
16196   427.7   2673.35 22.979  0.026   0.55    0.057   22.429  0.031
19434   428.41  2983.06 21.352  0.01    0.317   0.02    21.035  0.01
23255   428.77  3541.9  20.647  0.009   0.334   0.019   20.313  0.01
9089    429.49  2031.51 22.083  0.01    0.481   0.02    21.602  0.01
23627   430.47  3614.88 22.368  0.01    0.416   0.021   21.952  0.011
10820   430.66  2199.06 22.436  0.011   0.434   0.023   22.002  0.012
7010    431.55  1770.16 22.006  0.01    0.338   0.02    21.668  0.01
5589    432.3   1543.84 22.324  0.013   0.413   0.024   21.911  0.011
23973   432.68  3692.72 22.356  0.01    0.434   0.021   21.922  0.011
19811   432.84  3023.18 22.903  0.012   0.534   0.025   22.369  0.013
5854    432.88  1588.92 22.009  0.014   0.42    0.049   21.589  0.035
12966   432.99  2394.39 22.611  0.032   0.468   0.102   22.143  0.07
1972    433.24  619.95  21.559  0.016   0.264   0.026   21.295  0.01
20599   433.57  3115.79 22.809  0.027   0.563   0.045   22.246  0.018
2374    433.63  750.78  22.556  0.012   0.371   0.024   22.185  0.012
11489   434.15  2262.63 22.842  0.014   0.534   0.029   22.308  0.015
2548    434.4   802.49  22.588  0.011   0.489   0.022   22.099  0.011
3028    434.68  948.03  21.19   0.01    0.361   0.02    20.829  0.01
13869   435.03  2472.53 19.305  0.009   0.958   0.017   18.347  0.008
6512    435.15  1695.15 22.22   0.011   0.413   0.022   21.807  0.011
13340   435.31  2426.86 22.455  0.014   0.561   0.026   21.894  0.012
22614   435.63  3418.38 21.123  0.01    0.216   0.02    20.907  0.01
25038   436.17  3956.34 21.967  0.01    0.338   0.02    21.629  0.01
