#ID x   y   F555W   E_555   F555-F814   E_555-814
4172    1807.82 1127.17 22.014  0.034   0.699   0.054
4173    531.55  1127.66 23.971  0.103   0.875   0.16
4174    1334.53 1127.76 23.212  0.093   0.722   0.138
4175    1351.65 1127.77 20.801  0.019   0.487   0.034
4176    2883.77 1127.89 24.416  0.237   1.133   0.367
4177    1647.3  1128.45 21.743  0.029   0.533   0.051
4178    180.76  1129.65 21.462  0.026   0.391   0.044
4179    3063.05 1129.72 23.62   0.113   0.779   0.168
4180    3749.76 1129.87 22.768  0.059   0.698   0.099
4181    3323.28 1130.04 24.379  0.186   0.921   0.262
4182    3812.68 1130.29 18.74   0.012   1.143   0.02
4183    1781.23 1130.48 23.981  0.184   1.101   0.257
4184    3082.85 1131.42 23.669  0.158   0.838   0.249
4185    681.87  1131.52 22.111  0.027   0.708   0.05
4186    420.5   1132.35 22.031  0.055   1.028   0.105
4187    2505.18 1132.53 22.914  0.057   0.753   0.102
4188    311.66  1132.61 21.833  0.031   0.487   0.061
4189    1164.46 1133.26 20.781  0.026   0.603   0.043
4190    1439.24 1133.57 21.063  0.026   1.07    0.037
4191    2189.75 1133.9  24.136  0.169   0.866   0.27
4192    3140.39 1133.98 22.771  0.048   0.702   0.076
4193    605.25  1134.16 25.203  0.493   0.939   0.669
4194    727.72  1134.33 23.49   0.078   0.779   0.12
4195    2023.06 1134.77 21.009  0.02    0.229   0.039
4196    3859.07 1135.09 24.666  0.227   0.855   0.362
4197    1902.17 1135.53 21.499  0.035   0.541   0.055
4198    2834.29 1135.75 23.752  0.122   0.85    0.17
4199    2397.51 1135.98 24.355  0.186   1.092   0.351
4200    2204    1136.32 25.402  0.49    1.22    0.641
4201    3542.97 1136.46 24.89   0.396   1.092   0.503
4202    2441.58 1136.62 16.755  0.009   1.432   0.026
4203    2119.18 1136.64 22.723  0.057   0.705   0.088
4204    216.04  1136.77 24.5    0.183   0.975   0.278
4205    3365.55 1137.46 21.897  0.035   0.664   0.054
4206    2678.88 1137.46 24.166  0.17    0.902   0.322
4207    718.88  1137.57 22.094  0.039   0.71    0.072
4208    3918.35 1137.88 20.915  0.032   0.554   0.049
4209    1782.6  1138.32 20.467  0.013   0.275   0.028
4210    3451.72 1138.81 22.202  0.049   0.82    0.076
4211    1724.06 1139.74 22.961  0.048   0.749   0.084
4212    1103.28 1139.87 24.437  0.192   0.938   0.283
4213    478.61  1140.06 24.656  0.247   0.933   0.366
4214    887.39  1141.02 21.594  0.03    0.532   0.055
4215    866.87  1141.53 23.46   0.081   0.827   0.148
4216    853.71  1142.05 23.885  0.116   0.847   0.187
4217    3012.32 1142.16 22.614  0.084   0.704   0.129
4218    2419.85 1143.18 23.863  0.173   0.815   0.292
4219    1275.3  1143.76 24.692  0.314   0.969   0.406
4220    874.45  1144.36 24.452  0.227   0.952   0.322
4221    3711.35 1144.39 25.059  0.403   1.061   0.503
4222    3309.08 1144.45 24.817  0.231   1.04    0.353
4223    455.97  1144.7  24.922  0.415   0.979   0.532
4224    2018.55 1144.76 24.07   0.187   0.843   0.281
4225    455.85  1145.02 24.971  0.311   1.028   0.428
4226    3421.71 1145.04 18.318  0.008   0.12    0.015
4227    2633.53 1145.14 23.642  0.102   0.794   0.159
4228    1779.5  1145.19 23.868  0.16    0.863   0.263
4229    2224.1  1145.2  22.686  0.039   0.663   0.081
4230    368.01  1145.5  19.681  0.017   1.075   0.025
4231    2070.58 1145.51 19.245  0.025   1.269   0.035
4232    277.34  1145.66 20.608  0.017   0.338   0.034
4233    894.61  1145.88 23.419  0.049   0.779   0.094
4234    2102.37 1145.92 25.231  0.48    1.003   0.626
4235    2834.98 1146.09 21.641  0.03    0.409   0.067
4236    2700.89 1146.37 24.621  0.23    1.025   0.332
4237    2518.45 1146.43 23.32   0.104   0.748   0.159
4238    679.82  1147.21 23.73   0.093   0.792   0.144
4239    2487.77 1147.24 23.495  0.087   0.799   0.158
4240    1957.17 1148.07 23.9    0.149   0.856   0.224
4241    837.01  1148.09 22.438  0.056   0.731   0.1
4242    1239.12 1148.34 21.987  0.029   0.783   0.054
4243    1266.41 1149.1  21.418  0.025   0.565   0.042
4244    559.57  1150.12 22.003  0.03    0.847   0.065
4245    3331.84 1151.27 23.685  0.108   0.987   0.22
4246    1711.8  1151.44 23.035  0.062   0.773   0.094
4247    1564.45 1151.7  22.074  0.035   0.591   0.059
4248    1051.32 1151.74 24.85   0.418   0.959   0.534
4249    2815.71 1152.11 23.388  0.099   0.774   0.147
4250    3381.13 1152.24 21.499  0.024   0.49    0.043
4251    3984.64 1152.56 23.797  0.11    0.808   0.18
4252    2401.02 1153.21 21.804  0.024   0.521   0.046
4253    999.42  1153.32 24.341  0.235   0.935   0.305
4254    3213.92 1153.47 24.845  0.303   1.017   0.456
4255    1284.11 1153.74 22.96   0.081   0.733   0.125
4256    370.87  1154.11 22.625  0.05    0.692   0.12
4257    3646.76 1154.14 23.669  0.098   0.759   0.15
4258    3105.08 1154.3  24.863  0.227   0.981   0.359
4259    2980.54 1154.41 23.673  0.121   0.86    0.169
4260    1206.82 1154.42 23.677  0.148   0.798   0.262
4261    2632.1  1154.48 25.074  0.401   1.046   0.73
4262    2676.43 1155.32 20.868  0.018   0.23    0.067
4263    3181.72 1155.36 22.778  0.046   0.701   0.081
4264    338.7   1155.85 24.02   0.134   0.867   0.217
4265    793.45  1156.32 21.721  0.044   1.092   0.07
4266    1451.52 1156.53 22.745  0.053   0.819   0.103
4267    594.15  1156.77 22.946  0.062   0.765   0.099
4268    2683.74 1156.79 19.565  0.011   1.101   0.018
4269    728.12  1157.19 25.135  0.458   1.058   0.604
4270    1347.7  1157.33 24.183  0.174   0.856   0.257
4271    2826.85 1157.79 21.962  0.027   0.672   0.052
4272    305.8   1157.82 23.879  0.121   0.935   0.172
4273    2543.23 1157.9  23.589  0.087   0.792   0.162
4274    3326.21 1158.13 23.009  0.059   0.746   0.099
4275    3896.39 1158.33 19.454  0.019   1.284   0.029
4276    2925.39 1158.76 22.265  0.038   0.611   0.069
4277    2325.52 1159.35 22.669  0.055   0.703   0.092
4278    1196.01 1159.56 20.058  0.017   1.059   0.029
4279    2376.32 1159.63 24.237  0.185   0.865   0.254
4280    2886.56 1159.75 23.14   0.097   0.778   0.139
4281    1459.96 1160.24 21.597  0.036   0.647   0.062
4282    2868.77 1160.3  22.57   0.066   0.707   0.103
4283    2160.79 1160.65 23.288  0.069   0.747   0.154
4284    3840.29 1160.85 24.333  0.174   0.974   0.284
4285    958.67  1161.02 23.583  0.096   0.804   0.158
4286    2312.35 1161.13 23.317  0.07    0.741   0.121
4287    1318.19 1161.9  23.253  0.088   0.722   0.151
4288    2977.07 1162.41 22.76   0.045   0.68    0.088
4289    4080.72 1162.9  24.378  0.177   0.972   0.258
4290    1818.54 1162.97 22.509  0.047   0.688   0.075
4291    1206.18 1163.02 19.366  0.011   0.131   0.024
4292    2759.31 1163.79 22.841  0.078   0.728   0.109
4293    4006.26 1163.98 23.329  0.081   0.799   0.122
4294    1797.32 1164.16 20.074  0.011   0.169   0.021
4295    1007.7  1164.23 22.929  0.088   0.926   0.124
4296    3964.79 1164.41 21.028  0.038   0.58    0.063
4297    443.61  1164.68 21.685  0.031   0.615   0.052
4298    2122.86 1165.48 20.91   0.018   0.586   0.035
4299    3735.71 1165.58 24.737  0.463   0.912   0.568
4300    2667.84 1165.8  24.306  0.204   1.006   0.313
4301    4015.19 1165.81 24.493  0.21    0.954   0.314
4302    3182.85 1166.01 22.865  0.071   0.817   0.106
4303    3328.5  1166.25 20.882  0.018   0.254   0.04
4304    2414.23 1166.49 24.666  0.316   0.909   0.509
4305    1268.71 1167.37 19.952  0.011   0.121   0.026
4306    2045.5  1167.4  24.923  0.373   1.03    0.492
4307    3275.39 1167.68 24.829  0.348   1.017   0.455
4308    3138.11 1168    23.755  0.118   0.844   0.192
4309    2947    1168.01 24.656  0.252   1.013   0.364
4310    3167.36 1168.24 20.968  0.017   0.279   0.037
4311    2899.25 1168.25 19.621  0.008   0.116   0.02
4312    681.94  1168.51 23.574  0.086   0.848   0.144
4313    1474.24 1168.83 24.387  0.313   0.937   0.389
4314    1463.24 1168.9  21.205  0.017   0.619   0.034
4315    2279.01 1169.35 24.592  0.227   0.927   0.312
4316    1667.43 1169.58 21.456  0.022   0.625   0.041
4317    2138.38 1170.46 24.213  0.152   0.852   0.245
4318    514.07  1170.51 23.272  0.12    0.803   0.167
4319    3408.33 1170.55 24.697  0.238   0.906   0.35
4320    1486.39 1170.84 23.374  0.095   0.828   0.171
4321    2305.12 1171.31 20.427  0.01    0.424   0.022
4322    1807.25 1171.84 22.874  0.05    0.762   0.099
4323    2575.86 1172.01 24.434  0.254   1.125   0.326
4324    2805.65 1172.19 23.538  0.09    0.8 0.144
4325    3810.02 1172.38 23.986  0.149   0.937   0.239
4326    2796.93 1172.77 24.232  0.152   1.033   0.225
4327    2077.34 1173.08 23.737  0.14    0.873   0.228
4328    1300.18 1173.53 23.182  0.059   0.802   0.102
4329    3339.72 1173.66 22.242  0.042   0.686   0.072
4330    331.3   1173.68 25.199  0.466   1.063   0.653
4331    1442.8  1174.03 22.484  0.044   0.692   0.081
4332    340.36  1174.36 24.628  0.284   0.983   0.415
4333    2284.37 1174.57 23.528  0.091   0.839   0.146
4334    1248.77 1174.73 23.156  0.064   0.782   0.111
4335    2259.35 1174.82 25.071  0.493   1.042   0.63
4336    3129    1174.99 24.318  0.35    0.868   0.435
4337    2522.26 1174.99 23.423  0.075   0.798   0.129
4338    48.26   1174.99 22.02   0.038   0.53    0.059
4339    2494.08 1175.13 23.523  0.104   0.821   0.159
4340    272.74  1175.5  22.614  0.064   0.713   0.166
4341    2393.14 1175.51 25.605  0.455   1.161   0.61
4342    2105.02 1175.59 25.11   0.312   1.126   0.431
4343    233.48  1175.85 22.648  0.05    0.688   0.078
4344    2501.3  1175.97 23.441  0.136   0.839   0.25
4345    3447.02 1176.04 21.233  0.025   0.431   0.048
4346    3738.48 1176.11 23.619  0.137   0.902   0.187
4347    3539.89 1176.38 24.826  0.202   0.964   0.298
4348    168.98  1177.12 20.693  0.021   0.77    0.036
4349    426.17  1177.89 23.75   0.096   0.807   0.162
4350    2209.67 1178.09 22.086  0.035   0.779   0.056
4351    2818.89 1178.22 23.981  0.18    0.84    0.244
4352    3820.73 1178.6  23.728  0.115   0.808   0.177
4353    262.68  1178.84 23.287  0.127   0.877   0.173
4354    528.15  1179.29 19.409  0.012   0.961   0.019
4355    2505.1  1179.45 23.464  0.106   0.767   0.188
4356    3602.43 1179.47 24.014  0.175   0.866   0.235
4357    2052.7  1179.71 23.743  0.098   0.797   0.164
4358    903.91  1180.28 24.687  0.384   0.976   0.497
4359    1514.99 1180.39 23.656  0.126   0.821   0.203
4360    1787.01 1180.44 23.895  0.13    0.85    0.2
4361    903.97  1180.71 24.687  0.361   0.976   0.474
4362    1492.71 1180.78 24.663  0.348   0.888   0.482
4363    2424.48 1181.09 23.888  0.116   0.857   0.167
4364    2089.84 1181.82 24.413  0.195   0.927   0.302
4365    2905.04 1182.91 24.084  0.134   0.859   0.199
4366    1865.31 1182.96 22.843  0.067   0.726   0.096
4367    1639.78 1182.99 24.939  0.347   1.222   0.444
4368    417.86  1183.05 24.56   0.235   1.156   0.349
4369    2992.61 1183.14 21.687  0.025   0.526   0.046
4370    872.2   1183.4  22.814  0.048   0.727   0.087
4371    60.53   1183.52 24.74   0.283   1.005   0.378
4372    275.65  1183.7  23.642  0.138   0.831   0.201
4373    3675.17 1183.75 23.8    0.114   0.798   0.157
4374    461.01  1183.77 21.468  0.025   0.413   0.045
4375    400.04  1183.87 24.085  0.18    0.832   0.258
4376    3801.05 1183.98 24.502  0.312   1.03    0.397
4377    3553.64 1184.05 24.357  0.167   0.959   0.252
4378    3969.31 1184.32 24.746  0.222   0.875   0.371
4379    2257.54 1184.33 23.593  0.116   0.856   0.16
4380    261.7   1184.39 23.993  0.141   0.868   0.214
4381    3531.55 1184.49 24.797  0.276   1.046   0.345
4382    2097.2  1184.68 24.568  0.199   0.856   0.286
4383    3082.45 1185.04 24.519  0.265   0.977   0.373
4384    1562.2  1185.61 22.455  0.06    0.688   0.087
4385    585.71  1185.83 24.111  0.133   0.833   0.203
4386    2409.58 1186.57 24.932  0.495   0.939   0.645
4387    2326.56 1187.21 25.152  0.471   1.102   0.601
4388    4011.49 1187.21 21.519  0.024   0.486   0.056
4389    2228.22 1187.69 22.311  0.035   0.634   0.063
4390    3731.54 1188.03 22.601  0.042   0.786   0.066
4391    3243.86 1188.1  22.25   0.034   0.729   0.065
4392    1056.3  1188.33 24.79   0.308   1.02    0.407
4393    2846.94 1188.89 24.668  0.301   1.071   0.4
4394    378.64  1190.05 19.845  0.016   1.202   0.026
4395    3988.31 1190.25 23.907  0.139   0.848   0.245
4396    1140.74 1190.5  24.528  0.376   0.955   0.482
4397    3955.29 1190.74 24.509  0.241   0.988   0.326
4398    3078.83 1191.37 24.294  0.194   1.01    0.266
4399    3963.48 1191.4  24.434  0.173   1.049   0.274
4400    2774.83 1191.79 20.977  0.017   0.66    0.032
4401    784.76  1192.64 21.658  0.031   0.555   0.055
4402    1086.23 1192.68 21.844  0.035   0.736   0.058
4403    1216.11 1192.72 23.339  0.098   0.751   0.184
4404    2972.04 1193.07 23.426  0.089   0.825   0.126
4405    2728.14 1193.38 22.768  0.049   0.874   0.101
4406    3133.65 1193.74 20.92   0.016   0.275   0.049
4407    1366.76 1193.97 25.039  0.412   1.031   0.602
4408    1434.99 1194.11 23.995  0.255   0.857   0.324
4409    3637.63 1194.32 21.309  0.033   0.59    0.051
4410    507.28  1194.97 20.563  0.023   1.076   0.031
4411    1098.2  1195.72 23.355  0.084   0.77    0.14
4412    2211.48 1196.01 25.15   0.474   1.109   0.611
4413    2721    1196.61 23.231  0.075   0.923   0.129
4414    2826.39 1196.91 22.559  0.051   0.771   0.074
4415    1607.08 1197.14 20.101  0.022   0.553   0.034
4416    811.32  1197.63 22.231  0.046   0.582   0.095
4417    3331.79 1198.26 22.227  0.045   0.588   0.075
4418    257.89  1198.5  23.879  0.119   0.888   0.183
4419    2917.77 1198.51 20.495  0.015   0.186   0.032
4420    1844.28 1198.99 23.934  0.097   0.797   0.174
4421    3617.73 1199.1  20.586  0.016   0.465   0.029
4422    1068.21 1199.14 25.053  0.471   0.999   0.605
4423    901.93  1199.66 24.855  0.31    0.879   0.45
4424    1714.42 1199.79 24.126  0.132   0.902   0.224
4425    3489.87 1200.29 25.011  0.464   1.124   0.621
4426    1258.61 1200.77 24.781  0.435   1.118   0.538
4427    1523.28 1201.53 21.66   0.029   0.469   0.056
4428    3608.47 1201.7  22.37   0.038   0.663   0.066
4429    381.97  1202.05 24.04   0.179   0.968   0.245
4430    1422.06 1202.07 22.398  0.106   0.6 0.168
4431    296.06  1202.41 24.215  0.25    1.002   0.349
4432    3159.15 1202.78 24.887  0.424   0.991   0.592
4433    486.76  1203.52 21.411  0.032   1.055   0.049
4434    1825.33 1203.7  23.667  0.117   0.81    0.171
4435    845.13  1204.19 19.787  0.015   1.208   0.022
4436    144.12  1204.64 23.709  0.121   0.922   0.165
4437    493.06  1204.76 23.084  0.082   0.802   0.139
4438    2723.65 1204.99 24.581  0.198   0.927   0.301
4439    615.15  1205.06 24.466  0.222   1.006   0.383
4440    1254.13 1205.44 24.278  0.196   0.909   0.311
4441    1791.26 1205.61 25.417  0.445   1.033   0.639
4442    1263    1205.7  23.359  0.09    0.817   0.146
4443    1560.09 1205.95 24.724  0.258   0.806   0.405
4444    1418.1  1206.04 20.747  0.018   0.201   0.034
4445    1326.88 1206.07 21.668  0.021   0.49    0.042
4446    3065.55 1206.08 22.524  0.056   0.607   0.103
4447    231.59  1206.6  22.375  0.041   0.628   0.073
4448    4095.11 1207    22.975  0.063   1.015   0.095
4449    2480.79 1207    25.138  0.45    1.173   0.562
4450    3976.84 1207.36 22.343  0.037   0.604   0.077
4451    3796.35 1207.56 22.923  0.065   0.837   0.103
4452    286.19  1207.95 23.058  0.063   0.721   0.102
4453    2367.71 1208.11 23.681  0.086   0.756   0.151
4454    1734.81 1208.54 21.57   0.031   1.022   0.046
4455    1283.62 1209.12 22.406  0.043   0.576   0.075
4456    3602.69 1209.19 23.253  0.084   0.783   0.134
4457    881.16  1209.42 23.645  0.091   0.893   0.161
4458    3804.18 1209.69 24.281  0.219   0.832   0.297
4459    491.86  1209.83 23.067  0.057   0.789   0.11
4460    3562.9  1209.94 24.684  0.37    0.931   0.459
4461    1590.93 1211.05 21.384  0.022   0.39    0.041
4462    2404.9  1211.63 25.063  0.354   0.942   0.486
4463    1924.46 1211.83 24.014  0.175   0.874   0.239
4464    1191.66 1211.83 17.106  0.01    1.989   0.023
4465    2136.89 1211.93 25.509  0.476   1.317   0.623
4466    553.63  1212.35 20.622  0.024   1.108   0.034
4467    2702.71 1212.39 22.713  0.049   0.726   0.088
4468    2630.08 1212.42 23.506  0.09    0.809   0.145
4469    1696.38 1212.53 25.152  0.49    1   0.612
4470    1841.53 1212.56 22.688  0.066   0.726   0.101
4471    1797.93 1213.29 21.937  0.026   0.522   0.049
4472    1058.7  1213.37 22.6    0.058   0.772   0.094
4473    3902.5  1213.93 22.967  0.063   0.892   0.101
4474    2725.21 1214.02 24.574  0.295   0.988   0.427
4475    710.45  1214.05 23.06   0.077   0.814   0.116
4476    1270.61 1214.18 22.712  0.051   0.709   0.104
4477    574.02  1214.32 23.723  0.149   0.834   0.203
4478    2872.86 1214.51 23.55   0.124   0.868   0.172
4479    3968.73 1214.6  23.347  0.079   0.761   0.123
4480    2817.07 1215.41 24.088  0.204   0.883   0.289
4481    2169.32 1216.02 21.452  0.027   0.574   0.045
4482    535.37  1216.24 24.121  0.183   0.822   0.256
4483    603.32  1216.38 21.762  0.028   0.584   0.051
4484    3570.98 1216.56 25.064  0.487   1.102   0.597
4485    1082    1217.25 22.48   0.053   0.814   0.079
4486    2135.06 1217.41 24.348  0.189   0.894   0.269
4487    2830.67 1217.47 23.974  0.203   0.861   0.271
4488    376.72  1217.5  23.791  0.207   0.829   0.281
4489    2744.77 1217.9  23.765  0.156   0.974   0.205
4490    1303.03 1218.43 22.513  0.06    0.878   0.085
4491    4057.85 1218.84 22.687  0.065   0.675   0.137
4492    56.58   1219.29 23.917  0.139   0.846   0.213
4493    596.28  1219.79 21.388  0.021   0.365   0.042
4494    2381.79 1220.05 24.573  0.352   0.926   0.454
4495    2702.48 1220.08 23.715  0.114   0.903   0.16
4496    2381.48 1220.19 24.573  0.319   0.926   0.421
4497    2660.13 1220.6  24.896  0.272   1.193   0.38
4498    3473.85 1220.76 24.664  0.237   0.914   0.36
4499    966.71  1221.11 23.649  0.124   0.842   0.188
4500    3196.33 1221.17 22.189  0.03    0.568   0.073
4501    2161.45 1221.37 24.737  0.24    0.93    0.358
4502    1954.75 1221.53 19.221  0.008   0.149   0.018
4503    4033.64 1221.62 23.908  0.112   0.851   0.173
4504    1115.6  1221.69 25.294  0.32    1.153   0.424
4505    1237.55 1222.08 24.541  0.3 1.081   0.39
4506    2553.37 1222.35 21.806  0.027   0.591   0.046
4507    1943.16 1222.42 23.783  0.141   0.929   0.232
4508    3497.8  1222.5  19.727  0.014   1.22    0.021
4509    849.67  1222.91 20.929  0.017   0.602   0.032
4510    3955.35 1222.99 24.018  0.135   0.951   0.198
4511    547.5   1223.33 21.793  0.03    0.595   0.051
4512    1606.26 1223.62 23.99   0.16    0.869   0.218
4513    762.71  1223.62 24.53   0.25    0.923   0.333
4514    1720.57 1223.97 22.927  0.061   0.712   0.103
4515    2402.34 1224.4  24.888  0.447   0.873   0.633
4516    2142.36 1224.63 25.019  0.374   0.984   0.513
4517    2401.99 1224.7  24.841  0.451   0.826   0.637
4518    585.47  1224.83 22.838  0.069   0.814   0.111
4519    981.76  1225.06 24.634  0.259   0.989   0.354
4520    2685.16 1225.24 24.266  0.195   0.92    0.269
